id_sv,ten_sv,ngay_sinh,gioi_tinh,uu_tien,khu_vuc,diem_khuyen_khich,ma_tinh,loai_thi_sinh
94268225521,Họ Tên 20,2005-09-05,Nam,Đối tượng 1,KV3,1.16,942,Thí sinh tự do
36026878365,Họ Tên 21,2005-05-08,Nữ,Đối tượng 2,KV3,1.37,360,Thí sinh không phải tự do
71622357705,Họ Tên 22,2003-03-28,Nữ,Đối tượng 2,KV3,0.19,716,Thí sinh không phải tự do
33346591309,Họ Tên 23,2003-05-20,Nữ,Không,KV3,0.8,333,Thí sinh tự do
88594513630,Họ Tên 24,2004-01-23,Nữ,Đối tượng 1,KV3,1.31,885,Thí sinh không phải tự do
13143967265,Họ Tên 25,2006-09-02,Nữ,Đối tượng 2,KV3,1.82,131,Thí sinh không phải tự do
93562054204,Họ Tên 26,2006-08-09,Nữ,Đối tượng 2,KV3,1.69,935,Thí sinh không phải tự do
62545552351,Họ Tên 27,2006-10-24,Nam,Đối tượng 1,KV3,1.13,625,Thí sinh không phải tự do
15216540996,Họ Tên 28,2004-06-07,Nữ,Đối tượng 1,KV3,0.1,152,Thí sinh tự do
57694113150,Họ Tên 29,2003-05-25,Nam,Đối tượng 2,KV1,1.07,576,Thí sinh tự do
24513211402,Họ Tên 30,2004-08-26,Nữ,Đối tượng 2,KV3,1.64,245,Thí sinh tự do
14912502707,Họ Tên 31,2002-04-08,Nam,Đối tượng 2,KV2,0.39,149,Thí sinh tự do
13753549324,Họ Tên 32,2006-03-05,Nữ,Đối tượng 1,KV1,1.55,137,Thí sinh tự do
30253971312,Họ Tên 33,2004-09-11,Nam,Đối tượng 2,KV1,0.71,302,Thí sinh không phải tự do
26685375351,Họ Tên 34,2002-01-11,Nam,Không,KV1,0.83,266,Thí sinh tự do
76567323263,Họ Tên 35,2004-07-28,Nam,Đối tượng 1,KV1,0.86,765,Thí sinh tự do
97735034302,Họ Tên 36,2005-03-07,Nữ,Đối tượng 2,KV1,1.17,977,Thí sinh không phải tự do
81395002761,Họ Tên 37,2005-06-12,Nam,Không,KV2,0.78,813,Thí sinh không phải tự do
18336287374,Họ Tên 38,2004-03-14,Nữ,Đối tượng 1,KV3,0.93,183,Thí sinh tự do
29153810820,Họ Tên 39,2003-06-05,Nữ,Không,KV2,0.62,291,Thí sinh không phải tự do
52986855357,Họ Tên 40,2003-10-08,Nam,Đối tượng 2,KV3,0.29,529,Thí sinh tự do
98988677794,Họ Tên 41,2002-06-09,Nam,Đối tượng 2,KV3,1.43,989,Thí sinh tự do
82497657925,Họ Tên 42,2004-10-04,Nam,Đối tượng 2,KV1,0.04,824,Thí sinh không phải tự do
26738371754,Họ Tên 43,2005-12-07,Nữ,Không,KV1,1.41,267,Thí sinh tự do
13170558385,Họ Tên 44,2005-01-11,Nam,Không,KV2,0.56,131,Thí sinh tự do
45377488787,Họ Tên 45,2002-12-21,Nam,Đối tượng 2,KV3,0.72,453,Thí sinh không phải tự do
95636569740,Họ Tên 46,2004-08-01,Nam,Đối tượng 2,KV1,1.44,956,Thí sinh tự do
51530788526,Họ Tên 47,2003-08-23,Nam,Không,KV2,0.84,515,Thí sinh tự do
15130880211,Họ Tên 48,2004-10-29,Nữ,Không,KV2,0.54,151,Thí sinh không phải tự do
56846166264,Họ Tên 49,2006-09-28,Nam,Đối tượng 2,KV1,0.9,568,Thí sinh tự do
96108409084,Họ Tên 50,2006-06-05,Nữ,Không,KV1,1.64,961,Thí sinh tự do
12593999699,Họ Tên 51,2004-03-01,Nữ,Không,KV3,0.08,125,Thí sinh tự do
32656432314,Họ Tên 52,2005-02-17,Nam,Đối tượng 2,KV2,1.54,326,Thí sinh không phải tự do
50086256577,Họ Tên 53,2005-01-21,Nữ,Đối tượng 1,KV3,0.2,500,Thí sinh tự do
33811659749,Họ Tên 54,2002-05-25,Nam,Đối tượng 1,KV3,0.64,338,Thí sinh tự do
43949145363,Họ Tên 55,2003-09-14,Nữ,Đối tượng 2,KV2,1.0,439,Thí sinh không phải tự do
74275842947,Họ Tên 56,2003-01-15,Nam,Không,KV3,1.63,742,Thí sinh tự do
13626451825,Họ Tên 57,2004-06-15,Nữ,Đối tượng 2,KV2,1.8,136,Thí sinh không phải tự do
55928022169,Họ Tên 58,2006-09-28,Nam,Đối tượng 2,KV1,0.6,559,Thí sinh không phải tự do
62036030834,Họ Tên 59,2002-03-24,Nữ,Đối tượng 2,KV3,1.71,620,Thí sinh không phải tự do
90935286607,Họ Tên 60,2005-08-06,Nữ,Đối tượng 2,KV2,0.9,909,Thí sinh không phải tự do
13828362476,Họ Tên 61,2002-10-25,Nữ,Đối tượng 1,KV2,1.79,138,Thí sinh không phải tự do
96538852284,Họ Tên 62,2003-05-23,Nữ,Đối tượng 2,KV3,0.74,965,Thí sinh không phải tự do
56010839902,Họ Tên 63,2002-10-25,Nam,Đối tượng 1,KV2,0.33,560,Thí sinh không phải tự do
73308781950,Họ Tên 64,2004-08-12,Nữ,Đối tượng 1,KV3,1.46,733,Thí sinh tự do
97682983659,Họ Tên 65,2004-08-07,Nam,Đối tượng 2,KV3,1.02,976,Thí sinh tự do
83930920746,Họ Tên 66,2004-06-12,Nam,Không,KV1,0.49,839,Thí sinh không phải tự do
21474341619,Họ Tên 67,2006-07-08,Nam,Đối tượng 2,KV1,0.57,214,Thí sinh không phải tự do
52347065299,Họ Tên 68,2005-09-30,Nữ,Không,KV1,0.84,523,Thí sinh không phải tự do
53987823348,Họ Tên 69,2004-07-04,Nữ,Đối tượng 2,KV2,0.14,539,Thí sinh không phải tự do
73674848976,Họ Tên 70,2006-12-06,Nam,Đối tượng 2,KV3,0.65,736,Thí sinh không phải tự do
42632975584,Họ Tên 71,2003-07-13,Nam,Không,KV2,1.7,426,Thí sinh không phải tự do
45242071913,Họ Tên 72,2005-11-29,Nam,Không,KV2,0.93,452,Thí sinh không phải tự do
20483072935,Họ Tên 73,2006-12-17,Nữ,Đối tượng 2,KV3,0.7,204,Thí sinh không phải tự do
47282907968,Họ Tên 74,2005-09-26,Nữ,Đối tượng 2,KV3,1.34,472,Thí sinh tự do
61361269117,Họ Tên 75,2006-06-11,Nam,Không,KV2,0.98,613,Thí sinh không phải tự do
49778651966,Họ Tên 76,2006-03-14,Nam,Đối tượng 2,KV1,1.09,497,Thí sinh không phải tự do
85487039935,Họ Tên 77,2004-01-11,Nam,Đối tượng 2,KV3,1.32,854,Thí sinh không phải tự do
39770899967,Họ Tên 78,2004-04-22,Nữ,Đối tượng 1,KV1,0.29,397,Thí sinh không phải tự do
35736941542,Họ Tên 79,2006-06-24,Nam,Đối tượng 1,KV3,0.57,357,Thí sinh tự do
97059770257,Họ Tên 80,2002-04-02,Nam,Đối tượng 1,KV3,1.56,970,Thí sinh không phải tự do
97474896185,Họ Tên 81,2005-02-13,Nam,Không,KV1,0.87,974,Thí sinh tự do
86775699817,Họ Tên 82,2004-07-14,Nam,Không,KV2,1.64,867,Thí sinh tự do
11763026404,Họ Tên 83,2004-03-27,Nam,Không,KV1,1.33,117,Thí sinh tự do
83405256254,Họ Tên 84,2005-07-19,Nam,Đối tượng 1,KV2,0.14,834,Thí sinh không phải tự do
73146144115,Họ Tên 85,2004-09-27,Nam,Đối tượng 2,KV3,0.71,731,Thí sinh tự do
53106240643,Họ Tên 86,2006-06-24,Nữ,Không,KV3,1.73,531,Thí sinh tự do
57697285839,Họ Tên 87,2006-02-09,Nữ,Đối tượng 2,KV1,0.49,576,Thí sinh không phải tự do
93460928455,Họ Tên 88,2002-08-21,Nam,Không,KV2,1.24,934,Thí sinh không phải tự do
80002478860,Họ Tên 89,2006-10-01,Nữ,Đối tượng 2,KV1,0.86,800,Thí sinh tự do
17197605999,Họ Tên 90,2005-01-12,Nam,Không,KV2,0.31,171,Thí sinh tự do
73355221478,Họ Tên 91,2005-09-23,Nữ,Đối tượng 1,KV1,0.8,733,Thí sinh tự do
46338736277,Họ Tên 92,2003-02-05,Nam,Đối tượng 1,KV1,1.1,463,Thí sinh không phải tự do
75068519777,Họ Tên 93,2006-01-24,Nữ,Không,KV1,0.91,750,Thí sinh không phải tự do
17090549299,Họ Tên 94,2004-06-08,Nam,Đối tượng 2,KV1,0.92,170,Thí sinh tự do
42292114105,Họ Tên 95,2003-05-28,Nữ,Đối tượng 2,KV1,1.31,422,Thí sinh tự do
88448755929,Họ Tên 96,2004-10-15,Nam,Không,KV1,1.95,884,Thí sinh không phải tự do
60991830622,Họ Tên 97,2002-11-25,Nam,Không,KV3,1.62,609,Thí sinh tự do
83184640254,Họ Tên 98,2006-08-13,Nam,Đối tượng 1,KV3,1.65,831,Thí sinh tự do
77152356299,Họ Tên 99,2002-01-24,Nữ,Không,KV3,1.45,771,Thí sinh tự do
81828489616,Họ Tên 100,2002-05-24,Nữ,Không,KV1,0.73,818,Thí sinh không phải tự do
11157396127,Họ Tên 101,2004-12-12,Nữ,Không,KV3,1.33,111,Thí sinh không phải tự do
46608508734,Họ Tên 102,2003-12-09,Nữ,Không,KV3,1.48,466,Thí sinh tự do
14526673551,Họ Tên 103,2004-10-25,Nữ,Đối tượng 1,KV3,1.91,145,Thí sinh tự do
59308085783,Họ Tên 104,2004-04-20,Nam,Không,KV3,0.57,593,Thí sinh tự do
26777424821,Họ Tên 105,2003-12-10,Nữ,Đối tượng 2,KV2,1.27,267,Thí sinh tự do
74312049650,Họ Tên 106,2005-05-19,Nữ,Đối tượng 1,KV3,1.46,743,Thí sinh tự do
15150059306,Họ Tên 107,2003-12-23,Nam,Đối tượng 2,KV1,1.46,151,Thí sinh không phải tự do
81834126170,Họ Tên 108,2002-03-16,Nữ,Không,KV2,0.91,818,Thí sinh tự do
26374662851,Họ Tên 109,2004-04-27,Nam,Không,KV3,0.55,263,Thí sinh không phải tự do
16071641531,Họ Tên 110,2003-04-20,Nữ,Đối tượng 2,KV3,0.54,160,Thí sinh tự do
78698253095,Họ Tên 111,2005-07-06,Nam,Đối tượng 1,KV2,0.76,786,Thí sinh không phải tự do
58455797743,Họ Tên 112,2005-01-10,Nữ,Đối tượng 1,KV3,0.35,584,Thí sinh không phải tự do
64505110844,Họ Tên 113,2004-08-19,Nữ,Không,KV3,1.4,645,Thí sinh không phải tự do
29891202602,Họ Tên 114,2004-11-16,Nam,Đối tượng 2,KV3,0.3,298,Thí sinh không phải tự do
95777174795,Họ Tên 115,2002-05-12,Nam,Đối tượng 1,KV1,0.54,957,Thí sinh không phải tự do
14141682496,Họ Tên 116,2003-02-26,Nam,Đối tượng 1,KV1,1.55,141,Thí sinh tự do
79736546718,Họ Tên 117,2006-05-03,Nữ,Đối tượng 1,KV2,1.85,797,Thí sinh không phải tự do
35904670325,Họ Tên 118,2002-09-28,Nam,Không,KV1,0.28,359,Thí sinh tự do
48492660693,Họ Tên 119,2004-08-23,Nam,Đối tượng 1,KV3,0.0,484,Thí sinh không phải tự do
98870014404,Họ Tên 120,2004-08-05,Nam,Không,KV2,1.47,988,Thí sinh không phải tự do
85499822033,Họ Tên 121,2006-07-16,Nam,Đối tượng 2,KV1,0.99,854,Thí sinh không phải tự do
30885055896,Họ Tên 122,2002-07-31,Nam,Không,KV2,0.44,308,Thí sinh không phải tự do
73257561605,Họ Tên 123,2002-03-13,Nam,Không,KV3,1.05,732,Thí sinh không phải tự do
82695835349,Họ Tên 124,2003-03-04,Nam,Đối tượng 2,KV3,1.69,826,Thí sinh tự do
19200668698,Họ Tên 125,2002-10-20,Nữ,Không,KV2,0.32,192,Thí sinh tự do
63745526561,Họ Tên 126,2002-12-24,Nam,Không,KV1,1.86,637,Thí sinh không phải tự do
57086847077,Họ Tên 127,2005-11-23,Nữ,Không,KV2,1.71,570,Thí sinh không phải tự do
96327386948,Họ Tên 128,2006-04-18,Nữ,Đối tượng 2,KV1,0.95,963,Thí sinh không phải tự do
56222060365,Họ Tên 129,2006-08-22,Nam,Đối tượng 2,KV1,0.27,562,Thí sinh không phải tự do
39318285261,Họ Tên 130,2003-11-06,Nam,Đối tượng 1,KV2,1.36,393,Thí sinh tự do
94302290674,Họ Tên 131,2004-06-16,Nam,Không,KV1,1.29,943,Thí sinh không phải tự do
97590001078,Họ Tên 132,2006-09-02,Nam,Đối tượng 1,KV2,0.2,975,Thí sinh không phải tự do
75193774490,Họ Tên 133,2002-02-13,Nam,Đối tượng 1,KV3,1.66,751,Thí sinh không phải tự do
89582850465,Họ Tên 134,2005-06-14,Nam,Không,KV1,0.17,895,Thí sinh tự do
39344909461,Họ Tên 135,2005-02-01,Nữ,Đối tượng 2,KV2,1.2,393,Thí sinh tự do
58894193440,Họ Tên 136,2003-12-06,Nữ,Đối tượng 1,KV2,1.69,588,Thí sinh tự do
79087208217,Họ Tên 137,2004-11-05,Nam,Không,KV2,0.14,790,Thí sinh tự do
66143045114,Họ Tên 138,2005-03-10,Nữ,Đối tượng 2,KV2,0.07,661,Thí sinh không phải tự do
82020852605,Họ Tên 139,2004-10-23,Nam,Không,KV1,1.71,820,Thí sinh không phải tự do
55657721448,Họ Tên 140,2005-08-12,Nam,Không,KV1,0.51,556,Thí sinh không phải tự do
96415179308,Họ Tên 141,2002-07-19,Nữ,Đối tượng 1,KV1,0.28,964,Thí sinh tự do
23749609295,Họ Tên 142,2006-01-14,Nam,Đối tượng 2,KV3,1.16,237,Thí sinh không phải tự do
61051537491,Họ Tên 143,2004-09-12,Nữ,Đối tượng 1,KV3,1.8,610,Thí sinh không phải tự do
86103889425,Họ Tên 144,2006-09-20,Nam,Đối tượng 1,KV3,1.29,861,Thí sinh tự do
75778359961,Họ Tên 145,2004-03-28,Nữ,Không,KV1,1.86,757,Thí sinh không phải tự do
71157847010,Họ Tên 146,2002-03-09,Nam,Đối tượng 1,KV3,1.8,711,Thí sinh không phải tự do
65021147239,Họ Tên 147,2002-07-18,Nữ,Đối tượng 2,KV1,1.2,650,Thí sinh tự do
32923695634,Họ Tên 148,2005-02-01,Nữ,Đối tượng 2,KV2,0.21,329,Thí sinh tự do
65407811637,Họ Tên 149,2005-11-01,Nam,Không,KV2,1.47,654,Thí sinh không phải tự do
73599280386,Họ Tên 150,2005-06-08,Nữ,Không,KV3,1.63,735,Thí sinh tự do
87572107697,Họ Tên 151,2003-11-01,Nữ,Đối tượng 1,KV1,0.64,875,Thí sinh không phải tự do
70594289933,Họ Tên 152,2002-07-06,Nữ,Đối tượng 2,KV3,0.99,705,Thí sinh không phải tự do
71981416484,Họ Tên 153,2004-09-14,Nữ,Không,KV1,0.3,719,Thí sinh không phải tự do
17355935113,Họ Tên 154,2005-08-31,Nam,Đối tượng 2,KV2,0.79,173,Thí sinh tự do
10953877055,Họ Tên 155,2003-12-22,Nữ,Không,KV2,0.71,109,Thí sinh tự do
31883025864,Họ Tên 156,2006-06-02,Nam,Đối tượng 1,KV2,0.74,318,Thí sinh tự do
46177027510,Họ Tên 157,2005-06-30,Nam,Không,KV1,1.09,461,Thí sinh không phải tự do
92981774978,Họ Tên 158,2005-05-17,Nam,Đối tượng 2,KV2,1.46,929,Thí sinh tự do
12201599094,Họ Tên 159,2006-05-06,Nữ,Đối tượng 2,KV1,0.77,122,Thí sinh tự do
17042893385,Họ Tên 160,2004-07-18,Nam,Không,KV2,0.3,170,Thí sinh tự do
34172187417,Họ Tên 161,2005-01-06,Nam,Không,KV2,1.87,341,Thí sinh tự do
35396290532,Họ Tên 162,2005-05-22,Nam,Không,KV2,1.94,353,Thí sinh không phải tự do
30289326128,Họ Tên 163,2003-02-17,Nam,Đối tượng 1,KV2,0.87,302,Thí sinh không phải tự do
74198011289,Họ Tên 164,2005-04-18,Nam,Đối tượng 2,KV1,0.3,741,Thí sinh tự do
74165752423,Họ Tên 165,2004-04-16,Nữ,Không,KV1,1.66,741,Thí sinh không phải tự do
20597617312,Họ Tên 166,2002-05-13,Nữ,Đối tượng 2,KV3,0.75,205,Thí sinh tự do
80211071350,Họ Tên 167,2005-02-19,Nam,Đối tượng 1,KV3,0.67,802,Thí sinh không phải tự do
70465397447,Họ Tên 168,2003-03-18,Nữ,Không,KV2,1.3,704,Thí sinh không phải tự do
56612410097,Họ Tên 169,2002-05-21,Nữ,Không,KV2,0.58,566,Thí sinh tự do
58772566123,Họ Tên 170,2004-05-14,Nam,Đối tượng 2,KV3,1.1,587,Thí sinh không phải tự do
50361324223,Họ Tên 171,2005-10-03,Nữ,Đối tượng 1,KV3,0.07,503,Thí sinh không phải tự do
99115515634,Họ Tên 172,2002-10-10,Nam,Đối tượng 1,KV3,1.14,991,Thí sinh tự do
86178683588,Họ Tên 173,2005-11-15,Nữ,Đối tượng 1,KV2,1.37,861,Thí sinh tự do
35280076205,Họ Tên 174,2005-04-27,Nam,Đối tượng 1,KV1,1.36,352,Thí sinh không phải tự do
68553891580,Họ Tên 175,2006-07-14,Nữ,Không,KV2,0.37,685,Thí sinh tự do
95930227582,Họ Tên 176,2002-10-29,Nam,Đối tượng 1,KV2,0.4,959,Thí sinh tự do
93378397877,Họ Tên 177,2005-06-25,Nữ,Không,KV1,1.12,933,Thí sinh tự do
62225716697,Họ Tên 178,2002-05-28,Nữ,Đối tượng 2,KV2,0.44,622,Thí sinh không phải tự do
14298295359,Họ Tên 179,2006-05-28,Nam,Đối tượng 1,KV2,0.44,142,Thí sinh không phải tự do
75247428462,Họ Tên 180,2002-11-11,Nam,Không,KV3,1.24,752,Thí sinh không phải tự do
44311916213,Họ Tên 181,2005-06-28,Nữ,Đối tượng 2,KV2,1.69,443,Thí sinh tự do
45823425237,Họ Tên 182,2006-02-01,Nữ,Đối tượng 2,KV3,1.52,458,Thí sinh tự do
20526345896,Họ Tên 183,2005-05-22,Nam,Không,KV1,1.72,205,Thí sinh tự do
25109112072,Họ Tên 184,2003-01-22,Nam,Đối tượng 2,KV3,1.24,251,Thí sinh tự do
67630157034,Họ Tên 185,2002-09-12,Nam,Không,KV3,1.66,676,Thí sinh không phải tự do
75060656551,Họ Tên 186,2002-10-14,Nữ,Đối tượng 2,KV3,1.36,750,Thí sinh tự do
67111098405,Họ Tên 187,2002-01-04,Nữ,Đối tượng 1,KV2,0.84,671,Thí sinh không phải tự do
62940893358,Họ Tên 188,2004-01-07,Nữ,Đối tượng 1,KV1,0.34,629,Thí sinh không phải tự do
29405917009,Họ Tên 189,2006-10-24,Nữ,Đối tượng 2,KV3,0.58,294,Thí sinh không phải tự do
91658985566,Họ Tên 190,2003-04-29,Nam,Đối tượng 1,KV1,0.36,916,Thí sinh không phải tự do
12012930922,Họ Tên 191,2005-09-14,Nữ,Đối tượng 1,KV3,1.53,120,Thí sinh không phải tự do
29367919892,Họ Tên 192,2003-11-23,Nữ,Đối tượng 1,KV1,1.81,293,Thí sinh tự do
55984463134,Họ Tên 193,2006-09-13,Nam,Đối tượng 2,KV2,1.82,559,Thí sinh không phải tự do
25579181945,Họ Tên 194,2005-12-26,Nam,Không,KV3,1.36,255,Thí sinh tự do
38837127226,Họ Tên 195,2006-10-17,Nữ,Đối tượng 1,KV1,0.75,388,Thí sinh tự do
14355968711,Họ Tên 196,2005-01-19,Nữ,Đối tượng 1,KV3,0.31,143,Thí sinh tự do
79040285064,Họ Tên 197,2004-05-04,Nam,Đối tượng 1,KV2,1.93,790,Thí sinh không phải tự do
69178770377,Họ Tên 198,2006-01-23,Nữ,Không,KV3,0.89,691,Thí sinh tự do
74841113319,Họ Tên 199,2004-09-03,Nam,Không,KV3,1.42,748,Thí sinh tự do
36147927333,Họ Tên 200,2006-11-01,Nữ,Không,KV2,1.23,361,Thí sinh tự do
82948377283,Họ Tên 201,2005-09-22,Nam,Đối tượng 1,KV3,1.12,829,Thí sinh không phải tự do
39342853834,Họ Tên 202,2002-08-08,Nam,Đối tượng 1,KV1,1.87,393,Thí sinh tự do
73686788273,Họ Tên 203,2006-09-06,Nữ,Đối tượng 2,KV3,1.37,736,Thí sinh tự do
30317777985,Họ Tên 204,2003-08-17,Nữ,Đối tượng 2,KV2,0.4,303,Thí sinh tự do
88567543126,Họ Tên 205,2006-03-21,Nữ,Đối tượng 2,KV1,0.99,885,Thí sinh tự do
15184066686,Họ Tên 206,2006-05-24,Nam,Đối tượng 2,KV1,1.59,151,Thí sinh không phải tự do
50276943381,Họ Tên 207,2002-11-26,Nam,Không,KV2,0.44,502,Thí sinh không phải tự do
48929234900,Họ Tên 208,2003-09-17,Nữ,Đối tượng 2,KV3,1.72,489,Thí sinh tự do
59401266472,Họ Tên 209,2002-05-21,Nam,Không,KV2,1.04,594,Thí sinh không phải tự do
29801356784,Họ Tên 210,2002-06-09,Nam,Không,KV1,0.16,298,Thí sinh tự do
53459475322,Họ Tên 211,2003-02-24,Nam,Đối tượng 2,KV1,0.14,534,Thí sinh không phải tự do
29905913834,Họ Tên 212,2006-10-19,Nữ,Đối tượng 1,KV1,1.48,299,Thí sinh tự do
89868163307,Họ Tên 213,2004-01-04,Nam,Đối tượng 2,KV1,0.44,898,Thí sinh không phải tự do
98296045313,Họ Tên 214,2002-07-19,Nữ,Đối tượng 2,KV2,1.01,982,Thí sinh không phải tự do
38304974477,Họ Tên 215,2002-11-16,Nam,Đối tượng 2,KV1,1.89,383,Thí sinh tự do
21230411862,Họ Tên 216,2003-01-11,Nam,Không,KV2,1.84,212,Thí sinh không phải tự do
88125529477,Họ Tên 217,2003-11-04,Nữ,Đối tượng 2,KV2,1.55,881,Thí sinh không phải tự do
54637095391,Họ Tên 218,2004-01-05,Nam,Không,KV3,0.25,546,Thí sinh không phải tự do
45330938278,Họ Tên 219,2003-06-14,Nữ,Đối tượng 1,KV3,1.89,453,Thí sinh tự do
11502722080,Họ Tên 220,2004-01-21,Nữ,Đối tượng 1,KV1,0.27,115,Thí sinh không phải tự do
40861959338,Họ Tên 221,2004-07-19,Nam,Đối tượng 1,KV3,1.78,408,Thí sinh không phải tự do
95833447830,Họ Tên 222,2003-06-12,Nam,Đối tượng 1,KV1,0.63,958,Thí sinh không phải tự do
79509710002,Họ Tên 223,2006-06-24,Nữ,Đối tượng 1,KV1,1.5,795,Thí sinh tự do
52676978020,Họ Tên 224,2006-06-10,Nam,Đối tượng 2,KV2,0.88,526,Thí sinh tự do
72609206302,Họ Tên 225,2005-01-31,Nữ,Không,KV3,1.47,726,Thí sinh tự do
20020081570,Họ Tên 226,2005-12-03,Nữ,Đối tượng 2,KV1,1.6,200,Thí sinh không phải tự do
45378654077,Họ Tên 227,2006-06-09,Nữ,Không,KV2,1.4,453,Thí sinh không phải tự do
15736944266,Họ Tên 228,2004-06-16,Nam,Đối tượng 1,KV2,1.82,157,Thí sinh không phải tự do
30605452965,Họ Tên 229,2005-08-09,Nữ,Đối tượng 2,KV1,0.78,306,Thí sinh tự do
46012307980,Họ Tên 230,2002-02-20,Nam,Đối tượng 1,KV1,1.71,460,Thí sinh không phải tự do
72546840234,Họ Tên 231,2004-04-12,Nữ,Không,KV1,0.45,725,Thí sinh tự do
11972547286,Họ Tên 232,2003-01-02,Nữ,Không,KV3,0.18,119,Thí sinh tự do
50645852207,Họ Tên 233,2005-04-25,Nữ,Không,KV2,2.0,506,Thí sinh tự do
68346136074,Họ Tên 234,2004-01-20,Nam,Đối tượng 1,KV1,0.57,683,Thí sinh không phải tự do
11856261378,Họ Tên 235,2002-10-12,Nam,Không,KV1,1.98,118,Thí sinh không phải tự do
24841388920,Họ Tên 236,2006-10-15,Nữ,Không,KV2,1.19,248,Thí sinh không phải tự do
40183626283,Họ Tên 237,2004-06-20,Nữ,Đối tượng 2,KV1,0.57,401,Thí sinh không phải tự do
85047961019,Họ Tên 238,2006-03-07,Nam,Không,KV2,0.05,850,Thí sinh tự do
75182648876,Họ Tên 239,2004-01-01,Nữ,Đối tượng 1,KV1,0.39,751,Thí sinh tự do
59372141586,Họ Tên 240,2005-07-04,Nam,Đối tượng 2,KV3,0.95,593,Thí sinh không phải tự do
82094285742,Họ Tên 241,2005-10-04,Nam,Đối tượng 1,KV1,0.39,820,Thí sinh tự do
64777469920,Họ Tên 242,2006-02-02,Nam,Đối tượng 2,KV3,1.0,647,Thí sinh tự do
15209727716,Họ Tên 243,2006-04-08,Nam,Đối tượng 1,KV1,1.5,152,Thí sinh không phải tự do
37422103001,Họ Tên 244,2005-02-01,Nam,Đối tượng 2,KV2,0.79,374,Thí sinh không phải tự do
30830595656,Họ Tên 245,2005-10-13,Nam,Đối tượng 2,KV3,1.99,308,Thí sinh không phải tự do
39264283798,Họ Tên 246,2002-06-10,Nam,Đối tượng 2,KV1,0.16,392,Thí sinh tự do
89938427078,Họ Tên 247,2006-11-25,Nam,Đối tượng 1,KV3,1.64,899,Thí sinh không phải tự do
84084847583,Họ Tên 248,2005-04-11,Nam,Đối tượng 1,KV1,0.8,840,Thí sinh tự do
78436387397,Họ Tên 249,2004-04-14,Nữ,Đối tượng 2,KV2,1.94,784,Thí sinh tự do
57176190402,Họ Tên 250,2003-06-28,Nam,Đối tượng 2,KV1,0.58,571,Thí sinh tự do
63282106753,Họ Tên 251,2002-03-29,Nữ,Đối tượng 2,KV1,1.51,632,Thí sinh tự do
51761890634,Họ Tên 252,2005-04-23,Nữ,Đối tượng 1,KV3,0.72,517,Thí sinh tự do
11566633971,Họ Tên 253,2004-06-28,Nam,Đối tượng 1,KV1,0.13,115,Thí sinh tự do
87139258762,Họ Tên 254,2004-05-10,Nữ,Đối tượng 2,KV1,0.97,871,Thí sinh tự do
36109254701,Họ Tên 255,2006-07-27,Nam,Đối tượng 1,KV1,0.81,361,Thí sinh tự do
